time,exp17a_pdps_audio__exp17a_pdps_mpipe-Dancer,exp17a_pdps_audio__exp17a_pdps_mpipe-Cellist,exp17a_pdps_mpipe-Dancer__exp17a_pdps_mpipe-Cellist
92.5,,0.4467998992156089,
93.0,,0.41085398606490625,
93.5,,0.4053997625995637,
94.0,,0.3999010573976407,
94.5,,0.39436587215238844,
95.0,,0.3888021614696291,
95.5,,0.3832177823484324,
96.0,,0.3776204520084053,
96.5,,0.3720177121162601,
97.0,,0.36641689817099354,
97.5,,0.3608251132354895,
98.0,,0.35524920546522787,
98.5,,0.3496957490464685,
99.0,,0.3441710282558206,
99.5,,0.3386810244133611,
100.0,,0.3332314055373905,
100.5,,0.36192519270678525,
101.0,,0.37487036581549193,
101.5,,0.48017289325658885,
102.0,,0.42856292317213707,
102.5,,0.44460200410356426,
103.0,,0.3083545418636073,
103.5,,0.6055055915763738,
104.0,,0.440816126026635,
104.5,,0.4643515221929951,
105.0,,0.4848792025561271,
105.5,,0.5023949271291244,
106.0,,0.5170448305768953,
106.5,,0.5294551015507081,
107.0,,0.5389420698522742,
107.5,,0.5457673013362883,
108.0,,0.5509665258432729,
108.5,,0.5543702668608977,
109.0,,0.5562477012029341,
109.5,,0.5568828239453445,
110.0,,0.5565609328182419,
110.5,,0.5555540658267653,
111.0,,0.5541085735937399,
111.5,,0.5524363342885231,
112.0,,0.5507096816918604,
112.5,,0.5490593149433568,
113.0,,0.5475742452802097,
113.5,,0.5463029939886674,
114.0,,0.5452555859385478,
114.5,,0.544406256252905,
115.0,,0.5436971309778793,
115.5,,0.5430434000475135,
116.0,,0.5423406034431028,
116.5,,0.5414745127934744,
117.0,,0.5403336402219088,
117.5,,0.41762309287213006,
118.0,,0.5625377658634223,
118.5,,0.6106451482417307,
119.0,,0.6486393327478583,
119.5,,0.6586531568640093,
120.0,,0.6811831869978646,
120.5,,0.6621090628921811,
121.0,,0.6464056795012805,
121.5,,0.6380521166366881,
122.0,,0.6383428417256467,
122.5,,0.6473541921309123,
123.0,,0.6641144925048297,
123.5,,0.6856382132652796,
124.0,0.7046856060401975,0.7055762570247974,0.7690630856535119
124.5,0.49459377662062903,0.7152098692578522,0.7355181229305223
125.0,0.6250042143207,0.7110691850521395,0.7113458854340557
125.5,0.28010325207956893,0.23791532803242077,0.7121122370950522
126.0,0.5820175561491794,0.3370924921802317,0.7186159080945359
126.5,0.532541309297701,0.3417696284352846,0.724818843598877
127.0,0.5073287873980038,0.2898702729095074,0.7315781649781931
127.5,0.886042282092899,0.6852436147012293,0.7389151034263758
128.0,0.8726196019534038,0.6847228480439842,0.7468480389722335
128.5,0.8591781653032967,0.6842101768067587,0.7553915235190598
129.0,0.8458014828255207,0.6837052845102659,0.7645551574655772
129.5,0.8325702978063887,0.6832078539081169,0.7743423229471176
130.0,0.8195615218969678,0.6827175673972794,0.7847487854166045
130.5,0.8068472289217229,0.6822341074321578,0.7957611861442279
131.0,0.6431747391158031,0.5297235641087585,0.8073554611329925
131.5,0.7586394948531118,0.6540880325405232,0.8194952365238262
132.0,0.7648561419396558,0.6801112790611704,0.8321302660218565
132.5,0.46455057525959914,0.4767488847596178,0.8451949909568588
133.0,0.2980575533092236,0.30429067179266034,0.8586073164342114
133.5,0.23104023830503898,0.2392530431743044,0.8722677049929808
134.0,0.3136091886550604,0.2700916146306712,0.8860586884946211
134.5,0.3941611395522275,0.39256167814292064,0.8998448839244236
135.0,0.28069103052378735,0.27701683682896594,0.9134735597381963
135.5,0.24779644391778408,0.24332689226370208,0.9267757172158189
136.0,0.34774633757166473,0.3428555151906311,0.9395674818640735
136.5,0.6031211135464714,0.5858146908704202,0.9516512265462715
137.0,0.33903443078108275,0.33250051819486126,0.963181079220886
137.5,0.3932625768123364,0.37994279449900314,0.9739697708176422
138.0,0.4447823856242308,0.42690351265474225,0.982589233829769
138.5,0.3665954184349405,0.3599304429925746,0.9886712147498369
139.0,0.286218031606007,0.2881199789393704,0.9920232351257802
139.5,0.154034158381012,0.15081360745447475,0.9918686670723857
140.0,0.15848654826206582,0.15029037527014813,0.9862731919151773
140.5,0.18844335282231822,0.14977489742937244,0.9564932560571802
141.0,0.4900256648004282,0.1492670807167181,0.6564557111503339
141.5,0.6287368154470316,0.14876683647234934,0.5159335558069889
142.0,0.64311043667998,0.14827408075610518,0.4999835392747878
142.5,0.6479674724074245,0.14778873451387534,0.49090408968378263
143.0,0.6513784801116668,0.1473107237482098,0.48161911613662245
143.5,0.6547282169120616,0.14683997969513699,0.47127887611483177
144.0,0.6584074675797176,0.14637643900996392,0.4597710113517085
144.5,0.6625650940102283,0.14592004396557548,0.4471719118668773
145.0,0.667271807111687,0.1454707426673396,0.4336270053786193
145.5,0.6725676366672809,0.14502848929028958,0.41931058496229684
146.0,0.678478341474897,0.14459324434551046,0.4044075900074108
146.5,0.6850216541301759,0.14416497498455766,0.38910316835996067
147.0,0.6922096602152135,0.14374365535355527,0.3735757523696274
147.5,0.7000495261851,0.14332926701177573,0.35799217961280627
148.0,0.7085434571996837,0.14292179943411726,0.34250428109979036
148.5,0.7176882776258914,0.1425212506230204,0.3272466584810564
149.0,0.7274748308993536,0.14212762786372124,0.31233546829864733
149.5,0.7378873104483378,0.14174094866781756,0.2978680576725083
150.0,0.7489025931631784,0.14136124196626018,0.28392330061777593
150.5,0.7604896247916673,0.14098854963481572,0.27056248604359656
151.0,0.7726088907981756,0.14062292846623123,0.25783061401287793
151.5,0.7852119905881165,0.1402644527484359,0.24575796756402535
152.0,0.7982413136876895,0.1399132176738028,0.2343618426248226
152.5,0.81162978996376,0.13956934390068168,0.2236483367604148
153.0,0.8253006477464296,0.1392329837339638,0.21361411701621477
153.5,0.8391670565511811,0.13890432961254362,0.2042481064593981
154.0,0.854304368888749,0.13858362593590873,0.19553304706470387
154.5,0.8695923506855494,0.13827118580851636,0.18744691261035318
155.0,0.8854719547034533,0.1379674151669978,0.17996415892545828
155.5,0.9006565687107091,0.1376728482304858,0.173056810211242
156.0,0.9146872898344753,0.13738820073586375,0.16669538966470224
156.5,0.9269184990363857,0.13711445186702223,0.16084971113782817
157.0,0.8019524255253832,0.13685297390202883,0.18439146177665708
157.5,0.8107371615595316,0.13660574400583825,0.21882892262380704
158.0,0.9890016945313691,0.13637570317027417,0.27672792631910637
158.5,,0.13616739121818497,
159.0,,0.1359881287611189,
159.5,,0.13585035593667702,
160.0,,0.1357766207797558,
160.5,,0.13581127378361382,
161.0,,0.4516312392467331,
161.5,,0.5356350733441242,
162.0,,0.4989723574206727,
162.5,,0.4503299835014787,
163.0,,0.29005732157131114,
163.5,,0.09527536707601836,
164.0,,0.6174863340376109,
164.5,,0.41593964262839606,
165.0,,0.5352159626079325,
165.5,,0.5271402960562385,
166.0,,0.6315105999377725,
166.5,,0.6317223610251919,
167.0,,0.6318155998877016,
167.5,,0.6318465330917666,
168.0,,0.6318435721324634,
168.5,,0.6318223779598356,
169.0,,0.6317921951491231,
169.5,,0.6317587954968169,
170.0,,0.6317259576098884,
170.5,,0.6316962594635925,
171.0,,0.6316715259037182,
171.5,,0.6316530927785489,
172.0,,0.29430814118987203,
172.5,,0.2633254833520364,
173.0,,0.2591126095971231,
173.5,,0.196362202305325,
174.0,,0.36477233339153303,
174.5,,0.18474587977036647,
175.0,,0.17316720063668212,
175.5,,0.15990338336331744,
176.0,,0.14689932665071842,
176.5,,0.13570891811916724,
177.0,,0.12727044843694177,
177.5,,0.12202596933953792,
178.0,,0.12013703623099431,
178.5,,0.12164668975154597,
179.0,,0.1265342679683571,
179.5,,0.13465278859640492,
180.0,,0.14555889219370888,
180.5,,0.15828985940916915,
181.0,,0.17124087630017717,
181.5,,0.1823938400157434,
182.0,,0.19003190935059433,
182.5,,0.19359055242744821,
183.0,,0.20251607668891314,
183.5,,0.20934312011298262,
184.0,,0.22754826189872054,
184.5,,0.23115763481282722,
185.0,,0.22055798925070025,
185.5,,0.3683404583639658,
186.0,,0.20758683779364123,
186.5,,0.20385939532071665,
187.0,,0.20135780628649225,
187.5,,0.19977044352991946,
188.0,,0.1988632106828225,
188.5,,0.19845726694955587,
189.0,,0.19841404789748948,
189.5,,0.1986253551391999,
190.0,,0.3794294984434864,
190.5,,0.4280386884242827,
191.0,,0.24330977209154186,
191.5,,0.20490191980086864,
192.0,,0.2966373444654811,
192.5,,0.21849085262476528,
193.0,,0.26457360126195556,
193.5,,0.2966743296912738,
194.0,,0.2360238914624208,
194.5,,0.22379096393418962,
195.0,,0.27419856546013455,
195.5,,0.23284454416196204,
196.0,,0.1965444611126987,
196.5,,0.31797643807374476,
197.0,,0.2998949725875684,
197.5,,0.2527969859141472,
198.0,,0.2329238735716072,
198.5,,0.26229950732570134,
199.0,,0.24871012524665792,
199.5,,0.15025016363993063,
200.0,,0.23659835387801303,
200.5,,0.32479667486607944,
201.0,,0.33421031363795783,
201.5,,0.30542171626769743,
202.0,,0.18747917402345754,
202.5,,0.2431867908832346,
203.0,,0.25709979708315145,
203.5,,0.3242245447055446,
204.0,,0.29512601200219846,
204.5,,0.2980245248480831,
205.0,,0.23961798050176178,
205.5,,0.29543740728318313,
206.0,,0.21017797273705144,
206.5,,0.18602830645054894,
207.0,,0.36785344028336603,
207.5,,0.24165251436315313,
208.0,,0.22922371349708562,
208.5,,0.25322176090788595,
209.0,,0.22322913337260858,
209.5,,0.23329496595386995,
210.0,,0.2873359542500023,
210.5,,0.27531075803142496,
211.0,,0.356191900285581,
211.5,,0.2901685099951154,
212.0,,0.2507074347400974,
212.5,,0.24024953656287287,
213.0,,0.2852168740530035,
213.5,,0.3702639232867459,
214.0,,0.30080136736250784,
214.5,,0.25203737170729085,
215.0,,0.23524258080944827,
215.5,,0.2573188839880822,
216.0,,0.23645577596254833,
216.5,,0.2380491794446334,
217.0,,0.29469971867074835,
217.5,,0.3046859087284324,
218.0,,0.37869264165182637,
218.5,,0.24637177403096924,
219.0,,0.33513003149426496,
219.5,,0.3026637225087212,
220.0,,0.33412642797613956,
220.5,,0.3756189835132632,
221.0,,0.23337680228056631,
221.5,,0.27356441142304533,
222.0,,0.23481008263951567,
222.5,,0.27605769060492835,
223.0,,0.253629322578316,
223.5,,0.23195502550009284,
224.0,,0.26435423898324883,
224.5,,0.2828493284952509,
225.0,,0.3604296398083671,
225.5,,0.2648535536991951,
226.0,,0.23493521576366586,
226.5,,0.23334424187213962,
227.0,,0.3046940914458599,
227.5,,0.34318207290781266,
228.0,,0.3298019476894931,
228.5,,0.2721888690261297,
229.0,,0.23256004420434506,
229.5,,0.2725150408479381,
230.0,,0.25071787791619604,
230.5,,0.2304777724853491,
231.0,,0.266660160117605,
231.5,,0.24025150035098822,
232.0,,0.2883529437599776,
232.5,,0.21313430823149218,
233.0,,0.3524517649551785,
233.5,,0.2795853857535995,
234.0,,0.2866154328825322,
234.5,,0.35553041307212563,
235.0,,0.16610804434841775,
235.5,,0.23720439497026377,
236.0,,0.27011881008243604,
236.5,,0.2587253233457193,
237.0,,0.2826693221103956,
237.5,,0.33158078345509434,
238.0,,0.30212185918715295,
238.5,,0.17851344416494144,
239.0,,0.2164645725736642,
239.5,,0.17452465073092943,
240.0,,0.22164319357203838,
240.5,,0.2881399606981813,
241.0,,0.26364375049438166,
241.5,,0.2680001928527613,
242.0,,0.21112989658009113,
242.5,,0.3023050445853758,
243.0,,0.25522734099678696,
243.5,,0.21873202089974214,
244.0,,0.2527339108585545,
244.5,,0.2505537130695086,
245.0,,0.21971524165641074,
245.5,,0.2480077919729833,
246.0,,0.20821993710172065,
246.5,,0.30522864527114996,
247.0,,0.29401814452928277,
247.5,,0.2054845973590009,
248.0,,0.29749420058863957,
248.5,,0.30530059733337456,
249.0,,0.3001503026462509,
249.5,,0.32808452798361476,
250.0,,0.29748797015994133,
250.5,,0.2384110084796491,
251.0,,0.25339016207936804,
251.5,,0.3138984106716899,
252.0,,0.26175959503135293,
252.5,,0.30173956189782136,
253.0,,0.29117320100734184,
253.5,,0.2752462591793667,
254.0,,0.22862550659390496,
254.5,,0.21726505386780437,
255.0,,0.2781087416075354,
255.5,,0.22171014635403793,
256.0,,0.2268743143852583,
256.5,,0.327144014190079,
257.0,,0.5580926267067385,
257.5,,0.442455499038323,
258.0,,0.5142359788079689,
258.5,,0.268203724141267,
259.0,,0.43379940965955277,
259.5,,0.5455362968273334,
260.0,,0.4754578490804363,
260.5,,0.5415100439869165,
261.0,,0.521690416577606,
261.5,,0.599225864757059,
262.0,,0.6387760974771559,
262.5,,0.7328677862566575,
263.0,,0.7362613012927252,
263.5,,0.7389718821316777,
264.0,,0.740792792767219,
264.5,,0.7415075322094076,
265.0,,0.7408988837217111,
265.5,,0.7387619703438851,
266.0,,0.7349212379963312,
266.5,,0.7292502240202847,
267.0,,0.7216915848468837,
267.5,,0.712273570011692,
268.0,,0.7011186042097326,
268.5,,0.6884404972441664,
269.0,,0.6748419886199086,
269.5,,0.41090745489529557,
270.0,,0.5109695731510262,
270.5,,0.4792389902298776,
271.0,,0.6357766862799072,
271.5,,0.6242909835028516,
272.0,,0.6128976142966266,
272.5,,0.601697574188677,
273.0,,0.5907851822745327,
273.5,,0.5802459084078462,
274.0,,0.5701550039576055,
274.5,,0.56057689647797,
275.0,,0.5515652386402982,
275.5,,0.5431634630547788,
276.0,,0.5354056847365738,
276.5,,0.5283178046795403,
277.0,,0.521918692671273,
277.5,,0.5162213571665828,
278.0,,0.5112340393962701,
278.5,,0.5069611938023659,
279.0,,0.5034043369368488,
279.5,,0.5005627608753513,
280.0,,0.49843411640472807,
280.5,,0.4970148769615487,
281.0,,0.49630069648875075,
281.5,,0.4962866751778551,
282.0,,0.4969675465318901,
282.5,,0.49833779775341347,
283.0,,0.5003917338694006,
283.5,,0.5031234942403365,
284.0,,0.5065270281207744,
284.5,,0.5105960341505921,
285.0,,0.5153238665922929,
285.5,,0.5207034092789435,
286.0,,0.5267269161533826,
286.5,,0.5333858151801458,
287.0,,0.5406704704701286,
287.5,,0.5485698954672695,
288.0,,0.46247353249225265,
288.5,,0.3387755633464007,
289.0,,0.5093522255497371,
289.5,,0.5075090970410977,
290.0,,0.559883015096359,
290.5,,0.5728961041250693,
291.0,,0.5864728677465992,
291.5,,0.6005814770051467,
292.0,,0.615180520893039,
292.5,,0.6302175294659451,
293.0,,0.6456277063232774,
293.5,,0.6613330624238517,
294.0,,0.6772421558135211,
294.5,,0.6932506225421096,
295.0,,0.7092426247344659,
295.5,,0.7250932449441037,
296.0,,0.7406717375943583,
296.5,,0.5319414497115388,
297.0,,0.6372872052121114,
297.5,,0.6874999422939803,
298.0,,0.9207470597195409,
298.5,,0.9211899058345209,
299.0,,0.9216378882548859,
299.5,,0.8683528235660476,
300.0,,0.7882281207111664,
300.5,,0.826746628558727,
301.0,,0.8732512248511712,
301.5,,0.7350192098671372,
302.0,,0.6727323763063071,
302.5,,0.5498551934825617,
303.0,,0.3431783470118449,
303.5,,0.5392194484243407,
304.0,,0.43788539329522236,
304.5,,0.40984858795653684,
305.0,,0.2959526226314738,
305.5,,0.13987673628508007,
306.0,,0.0924233924327917,
306.5,,0.0592054517221648,
307.0,,0.04162120777488448,
307.5,,0.03471752856695429,
308.0,,0.03299374610505568,
308.5,,0.03358894251987127,
309.0,,0.036727012137011475,
309.5,,0.02175738458435865,
310.0,,0.2065149003846814,
310.5,,0.3273961850711996,
311.0,,0.19297606181288326,
311.5,,0.36521955601655376,
312.0,,0.49908369192544555,
312.5,,0.26387955786019957,
313.0,,0.2687957564553899,
313.5,,0.275383681563667,
314.0,,0.2836340483114065,
314.5,,0.29352806542748944,
315.0,,0.3050320366418816,
315.5,,0.31809217681744917,
316.0,,0.33263030792557113,
316.5,,0.3485411685273948,
317.0,,0.36569206013486294,
317.5,,0.38392544303808807,
318.0,,0.4030648792455957,
318.5,,0.5927341953963681,
319.0,,0.6559219505650442,
319.5,,0.5249598148650809,
320.0,,0.6113459146486268,
320.5,,0.5438163822271306,
321.0,,0.3184928343564711,
321.5,,0.2639118302214227,
322.0,,0.21694986141533537,
322.5,,0.3852399850690112,
323.0,,0.30880429076115107,
323.5,,0.3251233584349387,
324.0,,0.21491878563113145,
324.5,,0.11895932979873489,
325.0,,0.09546187195357558,
325.5,,0.07020258644836257,
326.0,,0.0705194115632466,
326.5,,0.2747287516671583,
327.0,,0.22520853366932891,
327.5,,0.19730009208616142,
328.0,,0.23844000029112328,
328.5,,0.822524095799642,
329.0,,0.507558789244624,
329.5,,0.5136011826057513,
330.0,,0.6687463972920004,
330.5,,0.6003681846922575,
331.0,,0.5535217526855986,
331.5,,0.5589203066906783,
332.0,,0.5593835006406606,
332.5,,0.5597480182503558,
333.0,,0.5600129399521241,
333.5,,0.5601780527978272,
334.0,,0.5602547132537878,
334.5,,0.5602220618004089,
335.0,,0.5600823953489468,
335.5,,0.5598590666296761,
336.0,,0.5595440041712141,
336.5,,0.5591401542459389,
337.0,,0.5586507181674463,
337.5,,0.5580790780096578,
338.0,,0.5574287308829627,
338.5,,0.5567169104744782,
339.0,,0.5559302334053571,
339.5,,0.8006918526909828,
340.0,,0.8559007965530601,
340.5,,0.4175500984470825,
341.0,,0.5605263505101458,
341.5,,0.16968146043524387,
342.0,,0.09194011800637117,
342.5,,0.08409399165172592,
343.0,,0.0029469595405165264,
343.5,,0.09625794329418677,
344.0,,0.15287889274943042,
344.5,,0.5433713338061772,
345.0,,0.5419677322999668,
345.5,,0.5405316365154941,
346.0,,0.5390653693879213,
346.5,,0.5375711688174925,
347.0,,0.536051191338471,
347.5,,0.5345075154673288,
348.0,,0.532942144869194,
348.5,,0.5313570112205468,
349.0,,0.5297539768476941,
349.5,,0.5281348371018413,
350.0,,0.5265013224955388,
350.5,,0.7241243138091554,
351.0,,0.25669605016852454,
351.5,,0.27759601105819603,
352.0,,0.26436027703444936,
352.5,,0.3265342068320053,
353.0,,0.43622648769201927,
353.5,,0.45289749298122567,
354.0,,0.45721407299307504,
354.5,,0.27268398114370856,
355.0,,0.2575872773548132,
355.5,,0.20338775391270136,
356.0,,0.23251187916172902,
356.5,,0.240599324575852,
357.0,,0.23718019597209317,
357.5,,0.7953593556389237,
358.0,,0.4708298495860438,
358.5,,0.5447322966735542,
359.0,,0.2004129294458056,
359.5,,0.14241835859418905,
360.0,,0.10776762473512005,
360.5,,0.0913925158747339,
361.0,,0.2149087162429068,
361.5,,0.2878674799324846,
362.0,,0.24351005404325154,
362.5,,0.15060263114339673,
363.0,,0.11489759022516638,
363.5,,0.08177951853687927,
364.0,,0.0558175157891156,
364.5,,0.009164491425086298,
365.0,,0.09727696241634995,
365.5,,0.13801541613558946,
366.0,,0.1178563730348103,
366.5,,0.22047378184377087,
367.0,,0.7402766954932606,
367.5,,0.6413062137053468,
368.0,,0.7161890208350775,
368.5,,0.60456433507751,
369.0,,0.5704041946130078,
369.5,,0.43111495875605477,
370.0,,0.4124432232023268,
370.5,,0.16905617655850969,
371.0,,0.12475135467528684,
371.5,,0.090903172185269,
372.0,,0.06742258663612127,
372.5,,0.05282149277994999,
373.0,,0.04489252009392645,
373.5,,0.04161335772308064,
374.0,,0.04175840693966458,
374.5,,0.04520147362885203,
375.0,,0.053151054581897964,
375.5,,0.06839112070893846,
376.0,,0.06311709551165745,
376.5,,0.30946361160209657,
377.0,,0.39491916911595915,
377.5,,0.28475553872230064,
378.0,,0.13844366634593788,
378.5,,0.3580220549128762,
379.0,,0.44788997106851863,
379.5,,0.4420631374325678,
380.0,,0.7237947160343865,
380.5,,0.7791984816105701,
381.0,,0.43044447718771056,
381.5,,0.5186136512347026,
382.0,,0.18364992142628586,
382.5,,0.10044679170019802,
383.0,,0.08194215988196449,
383.5,,0.08151640815710375,
384.0,,0.0022719951067951623,
384.5,,0.10466932572618404,
385.0,,0.1772162714112639,
385.5,,0.43536885104240136,
386.0,,0.43510273580256675,
386.5,,0.434884652434136,
387.0,,0.43471497164995965,
387.5,,0.43459396344095674,
388.0,,0.4345217925840222,
388.5,,0.43449851490816177,
389.0,,0.4345240743867172,
389.5,,0.4345983011020881,
390.0,,0.43472091008848457,
390.5,,0.4841749214894294,
391.0,,0.5826464866175827,
391.5,,0.533751134458746,
392.0,,0.20204651315963676,
392.5,,0.2354640869552988,
393.0,,0.2664494178281568,
393.5,,0.2496360503908377,
394.0,,0.43791704776003026,
394.5,,0.28332088474011413,
395.0,,0.2511830849289227,
395.5,,0.23623394656257576,
396.0,,0.17863763502199015,
396.5,,0.553785343667863,
397.0,,0.5540425997245256,
397.5,,0.5543280443583989,
398.0,,0.5546408588490241,
398.5,,0.5549801849984115,
399.0,,0.5553451289451489,
399.5,,0.5557347650374006,
400.0,,0.5561481398211602,
400.5,,0.5565842760230275,
401.0,,0.5570421766039979,
401.5,,0.5575208287691452,
402.0,,0.5580192079750127,
402.5,,0.5585362819013122,
403.0,,0.5590710143502094,
403.5,,0.559622369110297,
404.0,,0.7923400543272724,
404.5,,0.8319370585090026,
405.0,,0.7979851260251609,
405.5,,0.7434183855921359,
406.0,,0.5716959564185553,
406.5,,0.5061592167442226,
407.0,,0.48395518630935197,
407.5,,0.46336546040218585,
408.0,,0.6135601328721573,
408.5,,0.587130267124021,
409.0,,0.5197258424589977,
409.5,,0.43875424725871554,
410.0,,0.42650371185710456,
410.5,,0.5387135864214988,
411.0,,0.5574887707020537,
411.5,,0.49101914489554044,
412.0,,0.40712564014972685,
412.5,,0.23866034720857962,
413.0,,0.20108801413034022,
413.5,,0.16589992437460818,
414.0,,0.1357756778930615,
414.5,,0.11230538672936527,
415.0,,0.09563211291579886,
415.5,,0.08485667632216155,
416.0,,0.15666073992049154,
416.5,,0.25341976010226736,
417.0,,0.1910300934227039,
417.5,,0.1528873678029663,
418.0,,0.14963677320573676,
418.5,0.22654007611979682,0.11944992034975135,0.9131878090864207
419.0,0.11498506068262027,0.09289037091953359,0.9396144830955306
419.5,0.2051050850360155,0.05584243769037312,0.9589591349799254
420.0,0.1786537941738079,0.09636101852779604,0.9626053327791304
420.5,0.22483839209004522,0.1557045683458116,0.9637333606500178
421.0,0.09163105065030384,0.07629738686614723,0.9642948793057791
421.5,0.09032806228210029,0.07773458587257988,0.9648648904833437
422.0,0.09039780588841903,0.0803270088341875,0.9654434109129696
422.5,0.19256197425452742,0.172094796276174,0.966030454515725
423.0,0.2642235853955327,0.2901203954294456,0.9666260323226614
423.5,0.31370381638054295,0.26550587849750906,0.967230152392405
424.0,0.25448425708085753,0.145412363095072,0.9678428197270369
424.5,0.30529156114681977,0.2608000784661706,0.9684640361855474
425.0,0.2519320402080361,0.24561656243436691,0.9690938003952498
425.5,0.18667250286950124,0.13543167824663244,0.9697321076601078
426.0,0.09896900280767533,0.0035038253907025228,0.9703789498661268
426.5,0.15103992800783453,0.0841762081626595,0.97103431538262
427.0,0.1769107518478945,0.15558553126005972,0.9716981889591401
427.5,0.3755430513330056,0.3652872681371196,0.972370551616899
428.0,0.4496389436531213,0.44903205361063064,0.9730513805334566
428.5,0.7814382738527073,0.7765378320218908,0.9737406489197187
429.0,0.6045011408611045,0.8128048185650228,0.9744383258867492
429.5,0.4583652409315352,0.6875367980643526,0.9751443763007569
430.0,0.3848573439066908,0.47758755706943506,0.9758587606228544
430.5,0.2916036331223245,0.33952740819944116,0.9765814347299209
431.0,0.1768155971325322,0.22055939259670154,0.977312349711808
431.5,0.13074571304161392,0.15797437288817107,0.9780514516380805
432.0,0.10646986836083874,0.11997278698892293,0.9787986812861169
432.5,0.09541622170296996,0.10071431367414052,0.9795539738187653
433.0,0.09139731565798224,0.0928102209843605,0.9803172583964467
433.5,0.0915680249357208,0.09167936656355327,0.9810884577029118
434.0,0.09571018063638272,0.0960740723447813,0.9818674873552424
434.5,0.10619396910775847,0.10790120465457094,0.9826542551584176
435.0,0.19385931287475416,0.049310532092845354,0.9834486601467749
435.5,0.2357736969209277,0.20458162051905643,0.9842505913301001
436.0,0.3083953732658178,0.30153895640644834,0.9850599260239508
436.5,0.7608135791781079,0.5819775695378304,0.9858765275835504
437.0,0.7599138339200884,0.5820313376319252,0.9867002422665975
437.5,0.7520299258996672,0.7620218690526954,0.987530894795319
438.0,0.6457200904525753,0.8169429909014136,0.9883682819292943
